gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulate
POLR2J4,-0.525741929,9.069459546,-5.182995498,3.82E-07,2.51E-05,6.17491966,down-regulated
XRN1,0.525407923,10.2158768,3.150856348,0.001777239,0.00715609,-1.65954861,up-regulated
HNRPR,-0.525342042,10.63177982,-2.595524866,0.009867251,0.025455758,-3.180625623,down-regulated
KIAA2010,-0.525205824,10.06384568,-5.174708642,3.98E-07,2.58E-05,6.136184383,down-regulated
CEACAM8,0.524845533,8.052106019,3.09951597,0.002105424,0.008058358,-1.811840898,up-regulated
USP49,-0.524530409,11.72261413,-4.248558006,2.80E-05,0.000412282,2.146775006,down-regulated
MAOA,0.52412184,7.914785846,2.893203044,0.004067233,0.013062946,-2.399989783,up-regulated
LOC100133516,-0.522857001,12.10504563,-4.504119634,9.26E-06,0.000200895,3.178991946,down-regulated
BEXL1,-0.522270457,11.67186448,-4.991881898,9.71E-07,4.77E-05,5.295006054,down-regulated
ZNF394,-0.521909749,13.20149504,-5.226592348,3.07E-07,2.23E-05,6.379566231,down-regulated
BPGM,-0.521777575,11.49923681,-1.822076422,0.069349832,0.119187202,-4.825754659,unchanged
CSTB,0.520563318,10.93618761,3.974523572,8.67E-05,0.000885969,1.099999496,up-regulated
PMVK,-0.519757939,10.89720645,-4.579611954,6.61E-06,0.000161761,3.494082699,down-regulated
CMTM3,0.519734335,11.39248856,6.629689993,1.38E-10,5.20E-08,13.70215821,up-regulated
SLU7,0.519479982,9.907302605,5.645128491,3.56E-08,5.09E-06,8.416768659,up-regulated
PARP9,0.519087363,10.12768271,3.033893715,0.002606125,0.009398979,-2.003064395,up-regulated
PRO1853,-0.517582843,10.06749042,-5.919109188,8.12E-09,1.62E-06,9.819799964,down-regulated
RNY3,-0.51734531,8.333014409,-6.166638345,2.04E-09,5.48E-07,11.13308478,down-regulated
SMCR5,-0.51577326,9.415205341,-4.073803353,5.80E-05,0.000673014,1.471975888,down-regulated
LOC648921,-0.514887709,11.04876571,-4.327637341,2.00E-05,0.000328955,2.460455936,down-regulated
LILRA6,0.514074549,9.633012015,3.412567522,0.000723756,0.003761577,-0.846848749,up-regulated
DIP2B,0.513797375,10.91566931,4.276286083,2.49E-05,0.000378951,2.256175594,up-regulated
CCBE1,-0.512959841,13.01314487,-4.544877623,7.73E-06,0.000179301,3.34853637,down-regulated
ZNF483,-0.512918611,11.73457972,-4.384749349,1.56E-05,0.000282982,2.690198957,down-regulated
HNRNPU,-0.512854803,11.50038405,-4.555873542,7.36E-06,0.000173322,3.394507005,down-regulated
ANKRD13D,-0.512821211,8.285616302,-3.881688618,0.000125321,0.001134679,0.759701102,down-regulated
KRT1,-0.512787044,10.34067907,-1.620615007,0.10605685,0.168216848,-5.1618112,unchanged
HBA2,-0.512352668,10.38028828,-1.67910263,0.094080068,0.1526882,-5.068227916,unchanged
DUXAP3,-0.511293529,13.74019037,-5.223354231,3.12E-07,2.24E-05,6.364316584,down-regulated
LOC100132727,-0.510734161,12.66885137,-4.615570215,5.62E-06,0.000146323,3.645781062,down-regulated
VAMP3,0.510144164,10.77494998,4.757844011,2.93E-06,9.75E-05,4.256144229,up-regulated
SEMA3E,-0.509782403,12.85889864,-3.920557966,0.000107493,0.001027115,0.90129263,down-regulated
DDX60L,0.509750109,8.707580854,3.338156509,0.000939872,0.004525609,-1.084078572,up-regulated
SIGLEC14,0.509518322,8.980041921,3.234743629,0.001340962,0.00582158,-1.405656707,up-regulated
CYTIP,-0.508824365,10.07328944,-3.551610906,0.000438687,0.002659455,-0.390557472,down-regulated
LOC400446,-0.506998945,11.265993,-4.377517188,1.61E-05,0.000288899,2.660958468,down-regulated
NLRP8,-0.506685995,12.74692744,-4.38730114,1.55E-05,0.000280835,2.700526367,down-regulated
PLD6,0.506424566,10.72300291,4.588897205,6.34E-06,0.000157474,3.53315512,up-regulated
LOC100132863,-0.506168588,9.990189816,-3.515538552,0.00050031,0.002906328,-0.510555878,down-regulated
SAP30L,0.504809558,9.673332286,6.968279177,1.75E-11,8.11E-09,15.66961023,up-regulated
LOC100130492,-0.504370398,8.255154389,-4.570325219,6.90E-06,0.000166575,3.455073477,down-regulated
PPTC7,-0.503308797,9.365227828,-3.252932703,0.001260527,0.005579206,-1.349781095,down-regulated
LOC730740,-0.503067439,12.59331964,-4.27653658,2.49E-05,0.000378731,2.257166819,down-regulated
LOC100128062,-0.502971065,12.60173916,-4.757314998,2.94E-06,9.77E-05,4.253844877,down-regulated
MEGF9,0.502649406,11.01173136,2.836825081,0.0048385,0.014813398,-2.554028476,up-regulated
C18orf25,0.502486233,10.29717943,3.082683845,0.002224625,0.008411128,-1.861257624,up-regulated
FCAR,-0.501083708,11.4181349,-4.021079641,7.19E-05,0.000778024,1.273400469,down-regulated
TADA3,0.500790167,8.847239659,3.735003178,0.00022114,0.001662227,0.236964135,up-regulated
CTSB,-0.500622946,11.55020785,-3.184638542,0.001587789,0.006594352,-1.558056965,down-regulated
C1orf128,-0.50043335,13.38148093,-3.018503903,0.002738392,0.009733427,-2.047351232,down-regulated
GDPD1,-0.499955124,9.604444143,-4.737647944,3.22E-06,0.000102991,4.168519702,down-regulated
DEM1,-0.498798511,12.55056877,-4.607035182,5.85E-06,0.000149769,3.609679955,down-regulated
TLR1,0.496851998,10.33363614,3.709980974,0.000243204,0.001771714,0.14963406,up-regulated
LOC440157,-0.496582065,8.743224892,-5.306961788,2.05E-07,1.71E-05,6.760605125,down-regulated
LOC158345,-0.496058117,12.37085615,-2.937968308,0.003536591,0.011756342,-2.275631245,down-regulated
FAM53C,0.495813829,12.56350696,3.751236214,0.000207851,0.001587413,0.293906862,up-regulated
TDP1,-0.495599499,13.15172847,-4.532823403,8.15E-06,0.000183978,3.298253497,down-regulated
LOC649150,-0.4952125,13.08530596,-3.472626116,0.000584162,0.003240108,-0.651830638,down-regulated
OAS3,0.495103172,8.30073028,2.861505527,0.004485826,0.013990912,-2.486949779,up-regulated
CCR2,0.493256682,9.970691117,4.025653137,7.05E-05,0.000769464,1.290533259,up-regulated
CD97,0.493217234,12.32852912,3.265632253,0.001207045,0.005408299,-1.310595058,up-regulated
IFITM2,0.493103587,12.921409,2.783570291,0.005686777,0.016708896,-2.69688492,up-regulated
LOC100129502,-0.493096906,11.86373719,-4.884964541,1.62E-06,6.71E-05,4.815083061,down-regulated
RPS25,-0.492339763,7.91656225,-6.512857632,2.76E-10,9.62E-08,13.04046279,down-regulated
RGS19,0.491657921,11.05421032,3.696198765,0.000256227,0.001837198,0.101762813,up-regulated
FLJ12078,-0.491429165,10.85357557,-3.389617739,0.000784884,0.003981095,-0.920534326,down-regulated
UPP1,0.4910865,12.16893098,4.053445989,6.30E-05,0.000712068,1.395026412,up-regulated
SLC1A5,-0.491036957,11.21126993,-2.396146998,0.017125669,0.03904588,-3.658036831,down-regulated
C9orf130,-0.490756076,10.15567708,-4.231776248,3.01E-05,0.000431854,2.08087178,down-regulated
HERC5,0.490707863,13.75100607,2.378240815,0.017965207,0.040539425,-3.699114648,up-regulated
MTRF1L,-0.490369765,10.65903104,-5.476224649,8.63E-08,9.39E-06,7.578972088,down-regulated
VPS35,0.489507564,7.98686622,7.026550524,1.22E-11,5.91E-09,16.01552143,up-regulated
KIAA0408,-0.489159449,10.33059119,-4.353543718,1.79E-05,0.000307936,2.564337297,down-regulated
FBN2,0.48904866,9.357511709,4.027015921,7.02E-05,0.000767257,1.295641793,up-regulated
Septin 6,-0.489009527,8.120850876,-5.552472004,5.81E-08,7.04E-06,7.954577778,down-regulated
HDGF,-0.4887957,10.95037325,-2.765063297,0.006011751,0.017392186,-2.745926179,down-regulated
DPYSL2,0.488701277,10.92555773,3.900249914,0.000116484,0.001083062,0.827155314,up-regulated
ANG,0.488432182,9.460000073,4.339473971,1.90E-05,0.000318806,2.50785097,up-regulated
SSH2,0.488155525,12.13093736,3.874218076,0.000129054,0.001158465,0.732634823,up-regulated
TAP1,0.488136361,13.40661147,4.765549079,2.83E-06,9.50E-05,4.289659422,up-regulated
FLJ46309,-0.488131122,14.06741758,-6.154811485,2.18E-09,5.81E-07,11.06936767,down-regulated
ZNF14,-0.487377227,13.85366767,-5.346498845,1.68E-07,1.51E-05,6.949842781,down-regulated
PRKAR1A,-0.486931919,9.960918933,-1.970741299,0.049590253,0.091261514,-4.553075796,down-regulated
C10orf33,-0.486837158,8.618926304,-5.769834098,1.83E-08,3.11E-06,9.048689145,down-regulated
CNOT7,-0.486709702,8.59612285,-7.287319804,2.36E-12,1.48E-09,17.58907875,down-regulated
FUT6,-0.484817197,9.391691283,-3.964299775,9.03E-05,0.000912014,1.06216527,down-regulated
ITM2A,-0.484560102,11.01454944,-3.617834953,0.000343661,0.002249059,-0.167311838,down-regulated
WDR82,-0.484513938,8.605873424,-4.324236609,2.03E-05,0.000332714,2.446860366,down-regulated
RPL27A,-0.483870115,9.492181046,-3.789183036,0.000179665,0.001445008,0.427899644,down-regulated
LOC388275,-0.483593734,10.40022641,-2.973805172,0.003158257,0.010814396,-2.174772177,down-regulated
BAX,-0.483360439,8.733873578,-4.793549788,2.48E-06,8.73E-05,4.411851681,down-regulated
TSTD1,-0.483054018,10.7957644,-4.490295489,9.85E-06,0.000207607,3.12179199,down-regulated
PDE7A,-0.482874254,12.60900798,-4.34526538,1.86E-05,0.000314628,2.531082272,down-regulated
LOC100128936,-0.48268956,11.43502255,-3.689327592,0.000262962,0.001868439,0.077957538,down-regulated
PLEKHB2,-0.482407329,8.521714436,-4.737519354,3.22E-06,0.000102991,4.167962826,down-regulated
RNASE2,0.480382886,10.49291445,2.55672514,0.011014081,0.027702242,-3.276404056,up-regulated
CEACAM6,0.480370841,7.892954561,3.155675894,0.001748991,0.007074071,-1.64513147,up-regulated
DKFZp686E2433,-0.480073209,7.851696868,-9.623762286,1.76E-19,4.24E-16,33.33815271,down-regulated
COX19,-0.480041409,11.59720026,-4.900643583,1.50E-06,6.41E-05,4.88490326,down-regulated
CPD,0.479996428,9.809901449,3.471035014,0.00058751,0.003254086,-0.657037878,up-regulated
CRCP,-0.479733165,12.63575315,-5.076781392,6.43E-07,3.62E-05,5.682423821,down-regulated
LOC100131541,-0.479188224,10.15372673,-3.846928893,0.000143604,0.001243264,0.634167985,down-regulated
C21orf58,-0.478975996,11.83393485,-4.571566188,6.86E-06,0.000166161,3.460282185,down-regulated
LOC100190986,-0.477649422,7.822171668,-6.106336199,2.87E-09,7.21E-07,10.80921629,down-regulated
LOC644928,0.477243473,10.86623889,1.808036899,0.071512485,0.122149186,-4.850424405,unchanged
RSPRY1,-0.47683293,9.761368627,-4.016087507,7.33E-05,0.000787919,1.254719518,down-regulated
SIRT5,-0.476756758,9.419831615,-3.167976133,0.001678767,0.006879598,-1.608242809,down-regulated
DTWD2,-0.475818271,12.99934732,-3.543038441,0.000452651,0.002719973,-0.419177294,down-regulated
SHISA5,0.475691654,12.70467565,3.24402244,0.001299353,0.005697488,-1.377189484,up-regulated
DYSF,0.475455407,9.885042267,2.555629413,0.011048128,0.027763242,-3.279088793,up-regulated
LOC100130053,-0.474680921,11.55611423,-3.934718849,0.000101617,0.000989468,0.953195851,down-regulated
WDR74,-0.473736634,9.604266789,-4.799432014,2.42E-06,8.59E-05,4.437599946,down-regulated
MX2,0.472041014,9.607781455,2.790933338,0.005561973,0.016446315,-2.677287064,up-regulated
LOC387930,-0.471470117,13.12139758,-3.225844723,0.001382024,0.00594808,-1.432886614,down-regulated
RFXANK,0.471423773,10.76022446,3.227420592,0.001374669,0.005926975,-1.428069709,up-regulated
UNC93B1,0.471369808,10.83746318,3.027135817,0.002663466,0.009541177,-2.022537607,up-regulated
DEFA3,0.471146148,7.803472691,3.124273807,0.001940758,0.007604065,-1.738694983,up-regulated
GIMAP7,-0.470820088,12.87383549,-3.711879768,0.00024146,0.001762273,0.156242161,down-regulated
MYST3,-0.470733661,12.20887586,-3.630234313,0.000328173,0.002174006,-0.125090119,down-regulated
SPG11,0.470685768,9.744230389,4.74289163,3.14E-06,0.000101395,4.191239321,up-regulated
AQP9,0.470586858,13.58599287,3.808205785,0.000166934,0.001372577,0.49553426,up-regulated
AARSD1,-0.470568241,9.980446099,-5.534917217,6.36E-08,7.60E-06,7.867720244,down-regulated
BAZ1A,0.470339692,9.56025062,2.780820226,0.005734038,0.016811606,-2.704191975,up-regulated
TUBB2C,-0.470062379,9.712193274,-3.591478943,0.000378892,0.002394902,-0.256615635,down-regulated
STIM2,-0.469963833,8.91595372,-4.439735556,1.23E-05,0.000239463,2.913912732,down-regulated
IL17RD,-0.469898324,12.6507556,-4.366960959,1.69E-05,0.000296882,2.618355264,down-regulated
DEDD2,0.469838217,12.18098874,4.347160605,1.84E-05,0.000313611,2.538690644,up-regulated
OAS1,0.469667992,10.14377689,1.573337239,0.116600483,0.181468994,-5.235072307,unchanged
PIP5K2A,-0.469362127,8.616741994,-2.632102717,0.008885218,0.02351063,-3.089065593,down-regulated
RUNDC2C,-0.469277506,9.70573508,-4.426723616,1.30E-05,0.000248877,2.860750203,down-regulated
LOC100131989,-0.468568577,11.29770046,-4.343599514,1.87E-05,0.00031589,2.524397097,down-regulated
CES2,-0.468281592,8.740708167,-5.219794921,3.18E-07,2.26E-05,6.347563497,down-regulated
LOC100131164,-0.468208332,9.404785529,-2.075105825,0.038752416,0.074858453,-4.349190991,down-regulated
ANXA3,0.468077334,10.66383527,2.134391693,0.033548497,0.066636874,-4.228810604,up-regulated
LOC644591,-0.467761571,9.801478912,-3.91067184,0.000111785,0.001055605,0.865158261,down-regulated
CPSF2,0.467626489,10.04800316,5.798330747,1.57E-08,2.80E-06,9.194664907,up-regulated
C3orf34,-0.466977813,13.94295963,-5.561448599,5.54E-08,6.80E-06,7.999079751,down-regulated
MFSD5,0.46696932,10.24731549,6.706903442,8.66E-11,3.45E-08,14.14435823,up-regulated
RPL7L1,-0.46695253,14.00942319,-5.518680837,6.93E-08,8.06E-06,7.787588017,down-regulated
LOC388789,0.466890038,11.41279001,6.052885372,3.87E-09,9.15E-07,10.52425099,up-regulated
RPL4,-0.466598467,13.9133704,-4.263280628,2.63E-05,0.000393243,2.204783712,down-regulated
CAT,-0.466584502,11.07598014,-3.197386404,0.001521288,0.006389086,-1.519494568,down-regulated
KIAA0492,-0.466008124,9.534060753,-4.296248831,2.29E-05,0.000359274,2.335331236,down-regulated
RTP4,0.465989665,8.366916113,3.143977303,0.001818288,0.007271071,-1.680090628,up-regulated
LOC644949,-0.465801555,9.734802289,-4.026342773,7.04E-05,0.000768505,1.293118236,down-regulated
KIAA0319,0.465082584,8.869828126,2.869050355,0.004382779,0.013772384,-2.466333572,up-regulated
HAUS8,0.46504289,9.83881778,5.814200331,1.44E-08,2.62E-06,9.276210235,up-regulated
TRIOBP,0.464912112,8.947158383,4.154990501,4.15E-05,0.000537623,1.782308675,up-regulated
MGC13057,0.464254378,10.55718432,2.402812761,0.016822088,0.038507376,-3.642669248,up-regulated
GJC1,-0.46411927,14.48261257,-5.97942286,5.82E-09,1.23E-06,10.13584887,down-regulated
PFKFB4,0.463472562,12.25282167,3.434252616,0.000670105,0.003567895,-0.776798964,up-regulated
YRDC,-0.463442203,13.35860944,-4.947341907,1.20E-06,5.49E-05,5.093994458,down-regulated
MYD88,0.461784675,9.864046246,3.488026444,0.000552662,0.003116546,-0.601315238,up-regulated
BPI,0.461590835,8.0457161,3.372788346,0.000832734,0.00415649,-0.974274801,up-regulated
NUDT18,0.460855181,10.31146894,3.158310026,0.001733728,0.007037036,-1.637243002,up-regulated
ZNF451,-0.460628858,9.431558078,-2.665791549,0.008059307,0.02181942,-3.003651872,down-regulated
LOC100190938,-0.460368023,14.30256761,-5.615902352,4.16E-08,5.56E-06,8.27030423,down-regulated
RBBP6,-0.460366781,8.092394962,-6.608522521,1.56E-10,5.78E-08,13.58160972,down-regulated
EIF2AK4,-0.460161214,10.86319216,-3.4280913,0.000684959,0.003623938,-0.796743926,down-regulated
LOC727865,-0.460148577,11.90112456,-4.430177721,1.28E-05,0.000246042,2.874849092,down-regulated
FAM45A,0.460024622,10.43021744,5.118119832,5.25E-07,3.11E-05,5.873074466,up-regulated
LOC646916,-0.45991938,8.866588397,-5.642511159,3.61E-08,5.14E-06,8.403626717,down-regulated
ELMO2,0.459606996,9.687084666,5.310949061,2.01E-07,1.68E-05,6.779636217,up-regulated
LOC100134159,-0.45947611,12.89381451,-4.995183935,9.55E-07,4.73E-05,5.309969752,down-regulated
HNRPA1P4,-0.459230055,11.48864815,-2.877868413,0.004265078,0.013509233,-2.442172911,down-regulated
LOC100134393,-0.458805041,8.165955986,-6.281716875,1.06E-09,3.17E-07,11.75807622,down-regulated
CCR3,-0.45859428,10.5979633,-2.365322915,0.018593152,0.04158911,-3.728564343,down-regulated
STAG3L2,-0.458041204,8.8822721,-3.762977502,0.000198712,0.001539678,0.335234259,down-regulated
STAG3L3,-0.457509403,8.885136865,-3.649158262,0.000305794,0.002066709,-0.060394746,down-regulated
RALY,-0.457480887,9.459739446,-2.483805931,0.01349533,0.032444748,-3.452657047,down-regulated
LOC100132391,-0.457284632,13.99676428,-5.320098827,1.92E-07,1.63E-05,6.823352947,down-regulated
PRKAB1,0.457067761,10.39046037,4.949394953,1.19E-06,5.46E-05,5.103226016,up-regulated
LOC284757,-0.456945231,7.900819854,-4.450894249,1.17E-05,0.00023128,2.959613372,down-regulated
HNRPC,-0.455854889,9.724110239,-4.421128997,1.33E-05,0.000252733,2.837934861,down-regulated
PHF21A,0.455075428,11.7836763,4.20270959,3.40E-05,0.000467098,1.967276952,up-regulated
CREB1,-0.455057691,14.34655605,-5.809984494,1.47E-08,2.66E-06,9.254529703,down-regulated
PPM1K,-0.454968435,9.86992141,-4.07364009,5.80E-05,0.000673014,1.471357386,down-regulated
RPS3,-0.454946584,14.36640997,-4.956257675,1.15E-06,5.37E-05,5.134108221,down-regulated
C11orf63,-0.454520953,11.2988311,-3.688005148,0.000264277,0.001874817,0.073380583,down-regulated
LOC440359,-0.453596484,9.342195471,-2.197509339,0.028679661,0.058677473,-4.097028914,down-regulated
FBLN5,-0.453519676,9.544797678,-2.691508444,0.007476026,0.020577494,-2.937750622,down-regulated
USP18,0.453508713,7.858854313,3.144295759,0.001816369,0.007266169,-1.679140595,up-regulated
ZNF493,-0.453506646,10.22120642,-3.404764923,0.000744022,0.00383327,-0.871952695,down-regulated
SMARCD3,0.453415269,10.30530525,3.049460164,0.002478332,0.009078777,-1.958052939,up-regulated
TUBB2A,-0.451956401,11.2143257,-1.285304783,0.199588523,0.280936468,-5.635148986,unchanged
LOC730990,-0.451657634,11.41030733,-4.091891723,5.39E-05,0.000640606,1.54064027,down-regulated
FAM96A,0.451635552,10.86814273,5.100655594,5.72E-07,3.31E-05,5.792370064,up-regulated
TUFT1,0.451483235,8.831119408,4.733623803,3.28E-06,0.000104192,4.151098884,up-regulated
ACOT9,0.45141581,10.39416691,5.002945154,9.20E-07,4.61E-05,5.345174261,up-regulated
LOC653610,0.451392529,10.09388448,2.873257433,0.00432626,0.013637049,-2.454815353,up-regulated
FAM120A,0.450501143,11.05009494,4.602760788,5.96E-06,0.000151597,3.591622301,up-regulated
ALPP,-0.450452395,13.78849068,-4.708559149,3.68E-06,0.000112536,4.042881945,down-regulated
ANKRD33,0.450281451,9.087719573,3.349388894,0.000903792,0.004392725,-1.048580922,up-regulated
HSD17B7,-0.450197018,12.99140406,-4.88733585,1.60E-06,6.69E-05,4.825630349,down-regulated
MTDH,0.45014539,10.01456832,3.485684902,0.000557347,0.003137334,-0.609009209,up-regulated
ZSWIM7,0.449408053,10.67711029,3.008262565,0.002829795,0.009975543,-2.076704529,up-regulated
LOC641768,0.449058714,10.1570882,1.905444611,0.05759256,0.102961566,-4.675415983,unchanged
LOC728658,-0.448731464,12.9393307,-3.346127835,0.000914132,0.004431348,-1.058898286,down-regulated
LOC642947,-0.448418363,14.28680185,-5.488301467,8.11E-08,8.97E-06,7.63817795,down-regulated
LOC400713,-0.448409447,9.125129716,-4.314340792,2.12E-05,0.000342349,2.407352614,down-regulated
TIMP1,0.448136999,12.1996864,2.47859764,0.013690219,0.032797875,-3.465058324,up-regulated
RNF213,-0.447576754,8.957213448,-4.354815796,1.78E-05,0.000306923,2.569452363,down-regulated
LOC730060,-0.447545119,9.041142143,-4.704626009,3.75E-06,0.000113784,4.025945956,down-regulated
TDRD7,0.44753546,8.467792461,4.876141964,1.69E-06,6.85E-05,4.775880053,up-regulated
ZNF549,-0.447513563,13.93432987,-4.922388307,1.35E-06,6.00E-05,4.982053012,down-regulated
REM2,0.447079191,11.09477145,2.807328423,0.00529295,0.015837527,-2.633471949,up-regulated
SH3BP5L,-0.446843076,9.223229584,-3.894766574,0.000119031,0.001097975,0.807197661,down-regulated
LOC728153,-0.446434185,7.820551799,-7.327227235,1.83E-12,1.20E-09,17.83352277,down-regulated
LOC100133233,-0.446209844,14.22211273,-5.329804807,1.83E-07,1.59E-05,6.86979609,down-regulated
MAP3K2,-0.445641293,8.415798056,-3.754332837,0.000205403,0.001572521,0.304794981,down-regulated
LOC100131786,-0.445282722,9.121165481,-4.453231018,1.16E-05,0.00022995,2.969196488,down-regulated
CACNG6,-0.445175813,8.378841515,-3.069497192,0.002322316,0.008666441,-1.899794577,down-regulated
C9orf80,-0.444614001,13.54741651,-4.917629948,1.38E-06,6.10E-05,4.960762302,down-regulated
