gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulate
MEG8,0.068418501,7.484269874,3.716524391,0.000237242,0.001741603,0.172419262,unchanged
OTOL1,0.068414409,7.201315831,4.089356047,5.44E-05,0.000644543,1.530998196,unchanged
SEC24D,0.068412992,7.641488091,2.284465796,0.022979654,0.049228466,-3.909375943,unchanged
LOC652676,0.068401518,7.344082579,4.179446473,3.75E-05,0.000501691,1.876868083,unchanged
SYNPO,0.068398552,7.348354909,3.816465234,0.000161676,0.001343464,0.524996732,unchanged
UBASH3A,-0.068388572,8.578184806,-0.642732456,0.520844726,0.608859813,-6.239050981,unchanged
LOC652565,0.068381958,7.470291344,3.262324676,0.001220768,0.005451132,-1.32081476,unchanged
LOC652499,0.068375184,7.269807145,4.441038702,1.22E-05,0.000238712,2.919244563,unchanged
MRPL47,0.068374739,7.528106045,2.265632025,0.024122546,0.051133093,-3.950617952,unchanged
GLO1,0.068374336,10.10527578,0.682931538,0.495130012,0.585023344,-6.213026791,unchanged
LOC646010,0.068372446,7.304869061,4.291071011,2.34E-05,0.000364518,2.314768744,unchanged
LOC728671,0.068367762,7.411228996,3.020067395,0.002724679,0.009699647,-2.042861725,unchanged
C16orf48,0.06836695,9.949362449,0.663317707,0.507590919,0.596851865,-6.22592108,unchanged
MIR553,0.068355572,7.225375978,4.346236056,1.85E-05,0.000314251,2.534978678,unchanged
LOC729897,0.068349531,7.261963053,5.013006456,8.77E-07,4.47E-05,5.390881374,unchanged
LOC149134,0.068349344,7.407653388,2.7756405,0.00582402,0.01699299,-2.71793607,unchanged
TRMT11,0.068347641,7.389531447,2.184943558,0.029597077,0.060199815,-4.123561954,unchanged
LOC100128881,-0.0683466,7.638270194,-3.92375436,0.000106139,0.001017583,0.912993372,unchanged
MIR212,0.068341517,7.291213958,3.652931196,0.000301508,0.002046541,-0.047459183,unchanged
LOC643895,0.068337771,7.247029563,4.488378746,9.93E-06,0.000208398,3.113873347,unchanged
FAM179B,-0.068329215,8.029053594,-0.729520733,0.46620149,0.557847784,-6.180897118,unchanged
LOC647582,0.068328018,7.247532964,4.560352296,7.21E-06,0.000171424,3.413259295,unchanged
C9orf75,-0.068325885,7.984538174,-1.293250608,0.196830392,0.277921156,-5.625181248,unchanged
LOC731431,0.068322059,7.316527065,4.958999521,1.14E-06,5.33E-05,5.146456773,unchanged
LOC100130591,0.068319694,7.324683582,4.146552322,4.30E-05,0.000550523,1.749797918,unchanged
EPB41,-0.068319644,7.65054489,-1.306640727,0.192246061,0.272566858,-5.608246309,unchanged
S100A7A,0.068318696,7.265175246,4.386249697,1.55E-05,0.000281632,2.696270403,unchanged
SFT2D3,0.068315875,8.81743834,0.827576925,0.408509137,0.502503848,-6.106374032,unchanged
LOC648041,0.068315834,7.280957915,4.232747806,3.00E-05,0.000430794,2.084680805,unchanged
NAIF1,-0.06831391,7.940684876,-1.483042329,0.139019048,0.209090769,-5.369053862,unchanged
LOC100131253,0.068309861,7.390177949,2.425531596,0.015822749,0.036668501,-3.589982812,unchanged
LRRC14B,0.068309032,7.2352741,4.691799367,3.98E-06,0.000117641,3.970800451,unchanged
MCART6,0.068308751,7.265362772,4.586053166,6.43E-06,0.000158391,3.521180005,unchanged
SFTPA2,0.068308375,7.217634896,4.383808278,1.57E-05,0.000283788,2.686391673,unchanged
ZNF680,0.068302223,7.3181971,2.757461341,0.00615004,0.017706795,-2.765980049,unchanged
LOC100134222,0.068296727,7.271885734,4.215671576,3.22E-05,0.000453776,2.017846873,unchanged
NRP2,0.068292213,7.262558831,4.278254175,2.47E-05,0.000377435,2.263964801,unchanged
CRTC3,0.068291141,10.50283063,0.675929695,0.499559441,0.589392745,-6.217672859,unchanged
NDFIP2,-0.068290796,7.90466236,-1.813376826,0.070683467,0.121108347,-4.841063307,unchanged
LOC729346,0.06829045,7.233387108,4.563621618,7.11E-06,0.000169831,3.42695798,unchanged
LOC402643,0.068289402,7.277431156,4.312207752,2.14E-05,0.000345136,2.398847289,unchanged
C7orf36,0.068288626,7.700044968,1.643447612,0.101244234,0.162097027,-5.125665982,unchanged
ALS2CR12,0.068285833,7.615133804,1.864876619,0.063087556,0.110750341,-4.749394666,unchanged
LOC727863,0.068281514,7.22938048,4.64884124,4.84E-06,0.000132521,3.787067314,unchanged
PLCH2,0.068280206,7.708018607,1.377561344,0.169273762,0.245773459,-5.515674146,unchanged
OR5P3,0.068269341,7.328276873,4.742933713,3.14E-06,0.000101395,4.191421747,unchanged
LOC653305,0.068259038,7.373972223,3.615592396,0.000346534,0.002261793,-0.174933873,unchanged
PRM2,0.068256332,7.210869899,4.302920079,2.22E-05,0.000352427,2.361857098,unchanged
LOC554235,0.068255497,7.317982853,4.677177156,4.25E-06,0.000122663,3.908095331,unchanged
MLH3,-0.068249546,8.387071292,-0.766393569,0.443990899,0.53664482,-6.153970676,unchanged
LOC158318,0.068249399,7.273151043,4.566766124,7.01E-06,0.000168737,3.440141805,unchanged
LOC646346,0.06824665,7.476618846,1.925069044,0.055081356,0.099365237,-4.63907084,unchanged
WFDC3,-0.068226472,7.487378438,-2.718271762,0.006909655,0.019348635,-2.868525795,unchanged
ARMC10,0.068224605,8.616417123,1.102379443,0.271101325,0.359960343,-5.847786295,unchanged
C9orf78,0.068223291,13.20247124,0.438842384,0.661063378,0.733148844,-6.346788028,unchanged
NRARP,0.068218494,7.277044799,4.174444374,3.83E-05,0.000508129,1.857486888,unchanged
C3orf52,0.068217777,7.3117285,3.944095494,9.79E-05,0.000962928,0.987657118,unchanged
MGC71805,-0.068217289,7.869133348,-3.247569111,0.001283768,0.005649453,-1.366288192,unchanged
BPHL,-0.068213447,8.470196904,-1.342547496,0.180342784,0.25873694,-5.561982027,unchanged
OR4Q3,0.068212277,7.279827318,4.886693179,1.60E-06,6.69E-05,4.822771392,unchanged
ZBTB39,0.06821148,7.475859103,3.83915614,0.000148024,0.001268409,0.606237875,unchanged
FABP5,0.068209093,7.435970163,2.121226809,0.03464907,0.068412906,-4.255826849,unchanged
COQ5,0.068207105,10.15695522,0.779901443,0.436008766,0.528990754,-6.143775522,unchanged
LOC653555,0.068203349,7.259915692,4.458755578,1.13E-05,0.000227315,2.991870451,unchanged
CRIM2,0.068186898,7.248612379,4.424812312,1.31E-05,0.000250081,2.852952866,unchanged
PDXDC2,0.068183432,7.389051072,1.915633071,0.056277129,0.10109296,-4.656592029,unchanged
CSMD1,-0.068180989,7.711518369,-3.452238342,0.00062845,0.003411103,-0.718386603,unchanged
LOC100132767,0.068176618,7.629912175,2.471958919,0.013942251,0.033221861,-3.480829223,unchanged
CXorf20,0.068167957,7.362230132,2.367068491,0.018507187,0.041479486,-3.724593902,unchanged
C20orf197,0.068167934,7.223189257,4.32093553,2.06E-05,0.000335918,2.433672287,unchanged
PMS2L4,0.068166608,11.03140649,0.946640158,0.344515911,0.43724665,-6.003326148,unchanged
ZNHIT2,0.068159542,7.661230424,1.520346278,0.129383014,0.197438541,-5.314647366,unchanged
C22orf31,0.068158245,7.212131673,4.165944192,3.97E-05,0.00052011,1.824599733,unchanged
STEAP3,0.068154479,7.623538132,1.524964455,0.128227246,0.195982768,-5.307819232,unchanged
LOC652471,0.068143411,7.257546171,4.659141223,4.62E-06,0.000129321,3.830986201,unchanged
LOC642399,0.068140182,7.370852185,4.218930194,3.18E-05,0.000449702,2.030581977,unchanged
IL22,0.068139234,7.307004318,4.491864621,9.78E-06,0.000206867,3.128276769,unchanged
NUDT16P,0.068133928,7.553704082,2.296283599,0.022286889,0.048042393,-3.883328682,unchanged
LOC642981,0.068133492,7.48090163,2.364434979,0.018637015,0.041657573,-3.730582934,unchanged
LOC652552,0.068128338,7.298570929,4.840295303,2.00E-06,7.62E-05,4.617224653,unchanged
SCN8A,0.06812658,7.214988155,4.330940163,1.97E-05,0.0003267,2.473669179,unchanged
LOC653203,0.068121374,7.339720566,4.075645362,5.76E-05,0.000669741,1.47895571,unchanged
ZNF165,0.068115812,7.450339146,2.912969848,0.003824555,0.012463669,-2.3453006,unchanged
RNF111,-0.068110619,7.734079681,-2.192926931,0.029011328,0.059242301,-4.106721921,unchanged
TIGD5,0.068108307,8.41265405,0.966298465,0.334603583,0.426675424,-5.984988902,unchanged
LOC645116,0.068104573,7.248362979,4.449670138,1.18E-05,0.000231979,2.954595051,unchanged
NIPSNAP3B,0.068102929,7.194033151,4.187463381,3.62E-05,0.000489545,1.907973893,unchanged
THAP10,0.068093742,7.243357394,3.917705508,0.000108715,0.001035261,0.890858219,unchanged
TMEM132C,0.068087452,7.342804912,3.675888313,0.00027662,0.00192971,0.031514617,unchanged
OR4D5,0.06808626,7.317576563,4.195180453,3.51E-05,0.000476762,1.937966794,unchanged
FPGT,0.068071296,7.194754338,3.948613369,9.61E-05,0.000950806,1.00428789,unchanged
LOC650823,0.06806434,7.29132441,4.423740885,1.32E-05,0.000250772,2.848583188,unchanged
LOC441868,0.068063621,7.287022657,4.706869901,3.71E-06,0.000113185,4.03560658,unchanged
LOC100130897,0.068054773,7.260890127,4.591428895,6.27E-06,0.00015643,3.543820534,unchanged
SNORD58B,-0.068048765,7.462830288,-2.161286014,0.031393234,0.06312593,-4.173114705,unchanged
LOC643869,0.068047305,7.256924397,4.186203365,3.64E-05,0.000491075,1.903081457,unchanged
ARL4A,0.068043411,7.46952011,0.846833818,0.397702422,0.491838266,-6.090640598,unchanged
FAM169B,0.068042506,7.268799774,4.025590388,7.06E-05,0.000769464,1.290298074,unchanged
CALN1,-0.068042114,8.28955102,-1.855126653,0.064471194,0.112650739,-4.766942263,unchanged
KPTN,0.06804091,7.627380159,1.932281349,0.05418179,0.098077555,-4.625621945,unchanged
OR52B4,0.06803974,7.250347306,4.021471714,7.18E-05,0.000777058,1.274868527,unchanged
FAM107B,0.068036725,11.25088298,0.659733876,0.509885511,0.599034465,-6.228236633,unchanged
LOC100131565,0.068029504,7.258065736,4.586570976,6.41E-06,0.000158391,3.523359814,unchanged
LOC653820,0.068026332,7.380371249,4.473448123,1.06E-05,0.000216953,3.052292526,unchanged
RC3H1,0.06800025,7.371103193,3.558692952,0.000427457,0.002612319,-0.366865305,unchanged
JAG2,0.06799857,7.350962234,3.355011828,0.000886219,0.004331933,-1.030769029,unchanged
LOC653994,0.067994783,7.492530802,3.485569029,0.000557579,0.003137755,-0.609389825,unchanged
MS4A12,0.067989297,7.225405783,4.63549341,5.14E-06,0.000137739,3.730278832,unchanged
ELL3,-0.067964014,7.753922986,-1.207690594,0.228032487,0.312901234,-5.729313582,unchanged
LOC645520,0.067953339,7.49190236,3.211537232,0.001450492,0.006170926,-1.476518934,unchanged
ZEB1,0.067952867,7.197947954,3.654639208,0.000299586,0.002037457,-0.041599195,unchanged
TADA2B,0.067946736,9.092519986,1.178655926,0.239385713,0.325551725,-5.763046361,unchanged
HAPLN3,-0.067945253,8.258038145,-0.72736805,0.467517044,0.559102635,-6.182428247,unchanged
SCARNA6,0.067941175,7.241910587,4.369080601,1.67E-05,0.000295049,2.626902467,unchanged
LSM7,0.067934466,9.661305738,0.46864918,0.639630329,0.714899002,-6.333568958,unchanged
LOC440031,0.06793086,7.265823563,4.088266542,5.47E-05,0.000646524,1.526856934,unchanged
GTF2IRD1,-0.067930505,7.653007595,-3.764781441,0.000197342,0.001531342,0.341594307,unchanged
PSPH,0.067930357,7.354357134,3.783811616,0.000183423,0.001459097,0.408857837,unchanged
OR6Q1,0.067925853,7.254185875,4.482096275,1.02E-05,0.000212141,3.087939466,unchanged
KRTAP15-1,0.067922463,7.264643011,4.195634495,3.50E-05,0.000476757,1.939732999,unchanged
SLC47A2,0.067920309,7.301138217,3.983161061,8.37E-05,0.00086736,1.132032228,unchanged
ZDHHC3,-0.067916516,7.882276992,-1.45695572,0.146080957,0.21786666,-5.406308107,unchanged
LOC100128440,0.067909071,7.958837318,1.615675744,0.107121544,0.169605963,-5.169564868,unchanged
LOC643988,0.067904945,7.321649366,4.315913762,2.10E-05,0.000340944,2.413627107,unchanged
BFAR,-0.067900432,7.864971012,-1.783689837,0.075394381,0.127504666,-4.892762818,unchanged
LOC100128994,0.067899071,7.467550232,2.969697272,0.003199661,0.010914549,-2.186392175,unchanged
XPOT,0.067896818,7.36836362,4.032428615,6.86E-05,0.000756089,1.315947252,unchanged
RAB36,0.067890387,7.318151287,2.771997123,0.005888077,0.017129002,-2.727588922,unchanged
LOXL4,-0.067889557,7.624911756,-3.322155069,0.00099359,0.004711156,-1.134455689,unchanged
GLIS1,0.067888487,7.277188723,4.577056781,6.69E-06,0.000163121,3.483342689,unchanged
CLEC4M,0.067886852,7.330288418,3.387377873,0.000791102,0.004005469,-0.92770115,unchanged
TMEFF2,0.067883922,7.215864535,4.703615111,3.77E-06,0.000114122,4.021595048,unchanged
LOC143188,0.067873815,7.394987315,3.370467635,0.000839542,0.00417671,-0.981665866,unchanged
DHRS4L2,-0.067861955,7.9101062,-1.317007487,0.188751349,0.268557074,-5.595016578,unchanged
STEAP1,0.067859159,7.309634831,3.831461566,0.000152526,0.001293081,0.578639445,unchanged
LOC284167,-0.067839542,8.358945606,-0.861111783,0.389802699,0.48410707,-6.078742503,unchanged
C10orf84,0.067839535,8.740735107,1.262288156,0.207737861,0.290391324,-5.663679269,unchanged
LOC643070,0.067832482,7.253718733,4.549561928,7.57E-06,0.000176564,3.368108107,unchanged
LOC729061,0.06783022,7.279524933,5.053686185,7.20E-07,3.92E-05,5.576482888,unchanged
SDC4,0.067829093,7.473337716,2.553370255,0.011118623,0.027891521,-3.284620664,unchanged
NOP56,-0.067814195,10.85714353,-0.967736438,0.333885831,0.425905313,-5.983632855,unchanged
LOC100128619,0.067812866,7.229227608,4.145162168,4.32E-05,0.000552285,1.744447606,unchanged
AGL,0.067808188,7.736630829,1.094831933,0.274389969,0.363301083,-5.855865512,unchanged
KIF13A,0.067807603,7.324315883,3.7267057,0.000228238,0.001695709,0.207945419,unchanged
OXR1,-0.067806629,8.644395612,-0.555964354,0.578612566,0.661454916,-6.289855603,unchanged
LOC651968,0.067806173,7.232109802,4.610379015,5.76E-06,0.000148689,3.623816581,unchanged
LOC338579,0.067792554,7.265866964,4.480725485,1.03E-05,0.000213148,3.082285136,unchanged
LOC100133517,0.067790486,7.930740274,2.149534063,0.032319881,0.064608923,-4.197535376,unchanged
AMHR2,0.06778276,7.241168371,2.503120539,0.012793925,0.031098668,-3.406449071,unchanged
ABHD15,-0.067773808,7.56386262,-2.18826492,0.029352155,0.059787697,-4.116563153,unchanged
ESF1,0.067769879,7.222017269,4.172104681,3.86E-05,0.000511025,1.848428631,unchanged
LOC728219,0.067768147,7.237094415,4.310838158,2.15E-05,0.000346237,2.393388114,unchanged
SNTG1,0.06776709,7.213814346,4.277296187,2.48E-05,0.000378127,2.260172927,unchanged
SMPD4,-0.067763319,7.79560205,-3.11646712,0.001991352,0.007750089,-1.761818621,unchanged
SLC18A3,0.067754174,7.201636206,4.454563893,1.15E-05,0.00022949,2.974664619,unchanged
ZFP30,0.067739894,7.382916757,3.491039754,0.000546688,0.003092844,-0.591406886,unchanged
SSBP2,-0.067733602,8.627633386,-1.156494489,0.24831679,0.335415708,-5.788246096,unchanged
MIR1252,0.067732475,7.21972065,4.184485209,3.67E-05,0.000493767,1.896412269,unchanged
FLJ41046,-0.067730025,7.510013398,-4.134171758,4.52E-05,0.000567834,1.702205343,unchanged
LOC644242,0.0677144,7.258970546,4.460635729,1.12E-05,0.000225875,2.999592648,unchanged
TOE1,0.067712798,7.459521969,2.548111419,0.011284278,0.028178503,-3.297479481,unchanged
UBL3,-0.067707109,10.9220331,-0.703498726,0.482241834,0.573286962,-6.199103388,unchanged
ELF5,0.067700289,7.259899828,4.734421879,3.27E-06,0.000104192,4.154552794,unchanged
RWDD2B,0.067697391,7.620106936,2.648312704,0.008478778,0.02267302,-3.04809704,unchanged
ZFAND2B,0.067691625,10.18125113,0.471740113,0.637424546,0.713123107,-6.332148528,unchanged
LOC651790,0.067683494,7.286616561,4.434286189,1.26E-05,0.000243589,2.891631606,unchanged
MIR802,0.067681719,7.226958952,4.30250461,2.23E-05,0.000352875,2.360204061,unchanged
OTOA,0.067680414,7.217212461,4.329870521,1.98E-05,0.000327357,2.469388997,unchanged
OR8B3,0.06767052,7.202811149,4.304927429,2.21E-05,0.000350475,2.369845789,unchanged
KLRAQ1,-0.067669097,10.21128318,-0.670778857,0.502831351,0.592496752,-6.221060214,unchanged
LOC649944,0.067666301,7.250481974,4.247145296,2.82E-05,0.000413592,2.141218206,unchanged
CDCA1,0.067653331,7.251058226,4.287214977,2.38E-05,0.000368499,2.299469773,unchanged
KC6,0.067652806,7.318619885,4.807940687,2.32E-06,8.37E-05,4.47489333,unchanged
DUSP21,0.067652256,7.304865474,2.995255849,0.002949911,0.010282482,-2.113847893,unchanged
HMGB3L1,0.067650494,7.855600157,1.110367789,0.26765026,0.356173322,-5.839175182,unchanged
HOXC8,0.067646142,7.232323017,4.533559623,8.13E-06,0.000183978,3.301321194,unchanged
HOXC5,0.067643302,7.252285757,4.827724997,2.12E-06,7.95E-05,4.561828544,unchanged
FAM76A,0.067641429,7.387476696,3.261436484,0.001224477,0.005463039,-1.323557429,unchanged
CCDC109A,0.067640762,8.363248285,0.96077176,0.337371479,0.429497426,-5.990182073,unchanged
LOC651589,0.067640023,7.258599464,4.49656301,9.58E-06,0.000204593,3.147705817,unchanged
KRTAP21-1,0.0676364,7.315923208,4.693298677,3.95E-06,0.000117277,3.977239657,unchanged
PRR22,0.067630769,7.273367206,3.828697565,0.000154175,0.00130249,0.568738024,unchanged
DKK2,0.067627996,7.376989341,4.33529505,1.94E-05,0.00032321,2.491105008,unchanged
NRL,0.067623191,7.290551339,4.30782141,2.18E-05,0.000348165,2.381368869,unchanged
DNM3,-0.067611583,7.460630923,-1.304327756,0.193032261,0.273490083,-5.611183935,unchanged
DOCK6,0.067594145,7.285111325,5.16559987,4.16E-07,2.68E-05,6.093667701,unchanged
MIR1255B2,0.067593063,7.222003061,4.13012825,4.60E-05,0.00057466,1.686689256,unchanged
LOC731837,0.06759082,7.292585935,4.530954533,8.22E-06,0.000184853,3.290468226,unchanged
UGCGL2,0.067588479,7.868180867,1.642257213,0.101490751,0.162425515,-5.127562734,unchanged
INCA1,0.067583651,7.350037989,4.250778528,2.78E-05,0.000409385,2.155512623,unchanged
LOC100131792,0.067573946,7.276678393,4.161546364,4.04E-05,0.000527078,1.807608169,unchanged
LOC653269,0.06757237,7.240565923,4.389249796,1.53E-05,0.000279276,2.708416406,unchanged
ANKRD55,0.067566329,7.553560396,1.840066054,0.066657855,0.115686791,-4.793870756,unchanged
LOC100128354,0.067565959,7.372504717,3.205368117,0.001480973,0.006262738,-1.495276234,unchanged
XAGE2B,-0.067564095,7.582978875,-4.138242372,4.45E-05,0.000562391,1.717839229,unchanged
LOC653867,0.067563305,7.295850585,4.10352603,5.13E-05,0.000620333,1.584949488,unchanged
MRM1,0.067558065,7.404854597,2.968386388,0.003212978,0.01094216,-2.190097066,unchanged
C6orf111,0.067556697,8.144782098,0.758623867,0.44861992,0.541136802,-6.159754509,unchanged
OR52E4,0.067554044,7.204787642,4.210122395,3.30E-05,0.000459011,1.996180218,unchanged
SNRPF,-0.067545172,8.848859071,-0.64909986,0.516726032,0.60532855,-6.235033752,unchanged
RGS20,0.067544565,7.232702313,4.292523424,2.33E-05,0.000363116,2.32053443,unchanged
ASB13,-0.067538688,9.557536513,-0.790373568,0.429878133,0.52320902,-6.13574951,unchanged
LOC344405,0.067538211,7.809680226,1.034026555,0.301882109,0.392359348,-5.918943927,unchanged
LOC728735,0.067537523,7.233029808,4.581886455,6.55E-06,0.000160722,3.503647403,unchanged
FLJ30092,-0.067534168,7.571234076,-3.395840202,0.000767851,0.003920453,-0.900601389,unchanged
METTL6,0.067532332,7.257388374,3.646547311,0.000308794,0.002084222,-0.069339225,unchanged
MEX3B,0.067529692,7.292870389,4.040263093,6.65E-05,0.000739045,1.345381557,unchanged
HNRPM,-0.067526665,13.15567284,-0.583179957,0.560171112,0.644522865,-6.274710237,unchanged
GAGE2C,0.067525701,7.264297236,3.822227642,0.0001581,0.001322848,0.545586468,unchanged
FBXO22,0.067522201,7.947238128,1.308229066,0.191707542,0.271962846,-5.60622603,unchanged
GRAMD1C,0.067519396,7.304269503,2.365419435,0.01858839,0.041581416,-3.728344876,unchanged
FLJ16686,-0.067518473,7.726508412,-1.357832121,0.175446128,0.252924103,-5.541912153,unchanged
OCEL1,0.067517428,8.399349556,0.923123988,0.35661811,0.449881075,-6.024769632,unchanged
FAM173B,0.06751262,7.72693268,2.06261929,0.039932226,0.076703751,-4.374124233,unchanged
THOC4,-0.067508955,7.685419438,-1.838478317,0.066891913,0.11598156,-4.796697122,unchanged
FUT7,-0.067506902,10.81776819,-0.47612538,0.634300617,0.71041217,-6.33011729,unchanged
LOC654127,0.067502515,7.274324584,4.047810176,6.45E-05,0.00072297,1.373784897,unchanged
LOC644413,0.067495919,7.24594117,4.281568739,2.44E-05,0.000374195,2.277090225,unchanged
LOC100130332,-0.067491595,7.998188676,-2.122094675,0.034575575,0.068322849,-4.254050865,unchanged
RPRD2,0.067472812,8.76724535,1.063590761,0.28829301,0.37798016,-5.888721464,unchanged
NAT8,0.067470436,7.253039929,5.024387791,8.30E-07,4.34E-05,5.442679776,unchanged
PIP5K1B,0.067469788,7.342081535,3.66661554,0.00028643,0.001984928,-0.000439027,unchanged
CDC6,0.067468846,7.254525307,3.916958425,0.000109037,0.001037454,0.8881265,unchanged
DMRT1,0.067459815,7.252997053,4.213272889,3.25E-05,0.000456633,2.008478118,unchanged
C20orf100,0.067458518,9.426526858,0.591682809,0.554468761,0.639835857,-6.26983038,unchanged
RASGRP4,0.067457502,7.392573084,4.176610189,3.79E-05,0.000505084,1.865876027,unchanged
NAPRT1,0.067453753,10.38806008,0.553182703,0.580513458,0.663169628,-6.291362896,unchanged
C6orf195,0.067450166,7.219772989,4.208552655,3.32E-05,0.000461229,1.990055839,unchanged
SNORD15A,0.06744807,7.235182125,4.076003607,5.75E-05,0.000669256,1.48031352,unchanged
SLC10A4,0.067437502,7.249435071,4.221197969,3.15E-05,0.000446639,2.039449935,unchanged
LOC387720,0.067432255,7.275247148,4.249247018,2.80E-05,0.00041166,2.149485791,unchanged
LOC731408,0.067426518,7.258636902,4.867044202,1.76E-06,7.03E-05,4.735518235,unchanged
LOC729494,0.067426242,7.241222436,4.212601491,3.26E-05,0.000456684,2.005856635,unchanged
ZNF554,0.067420796,7.294971727,4.334130462,1.95E-05,0.000324136,2.486440778,unchanged
LOC728764,0.067413853,7.250245393,4.66594866,4.47E-06,0.000126787,3.860059532,unchanged
LOC645534,0.067404476,7.235047976,4.171602281,3.87E-05,0.000511409,1.846484155,unchanged
KIF4A,0.067403627,7.224720714,3.898702248,0.000117198,0.001088732,0.821519705,unchanged
CYB5D1,-0.067401937,8.953385141,-0.781227642,0.435229589,0.528249345,-6.142764999,unchanged
KCNG3,0.067398077,7.258426056,4.0671246,5.96E-05,0.000684354,1.446692327,unchanged
FOXP4,0.067397407,7.314665395,4.950517956,1.18E-06,5.46E-05,5.10827701,unchanged
LOC389217,0.067388448,7.239046098,3.975884135,8.62E-05,0.000882392,1.105041059,unchanged
LOC649296,0.067375745,7.268358631,4.268643925,2.57E-05,0.000387154,2.225960196,unchanged
TEP1,0.067373427,7.251577258,3.881015912,0.000125653,0.001136578,0.757261898,unchanged
SLC25A4,0.067369186,9.222915669,0.677751242,0.498405083,0.588273738,-6.216468767,unchanged
CDH13,0.067367837,7.20278451,4.068798657,5.92E-05,0.000681184,1.453026241,unchanged
KRTAP26-1,0.067364605,7.19616916,4.198983001,3.45E-05,0.000472387,1.95276384,unchanged
LYG2,0.067363918,7.280966809,3.917751905,0.000108695,0.001035261,0.891027887,unchanged
TNKS1BP1,0.067354584,7.231164649,4.607407398,5.84E-06,0.000149769,3.611253117,unchanged
ZDHHC19,0.067354127,7.558002138,1.391398608,0.165043319,0.240620541,-5.497048731,unchanged
KRT18P17,0.067352326,7.248358374,4.600366234,6.02E-06,0.000152188,3.581512655,unchanged
PCDHA13,0.067346663,7.259467678,4.457342543,1.14E-05,0.000227713,2.986068693,unchanged
LOC648167,0.067344696,7.251196671,4.171643017,3.87E-05,0.000511409,1.846641812,unchanged
LOC642921,-0.067336352,7.623652793,-1.831350806,0.067951015,0.117341423,-4.809355526,unchanged
PHYHIPL,0.067335059,7.219744876,4.769088639,2.78E-06,9.44E-05,4.305071429,unchanged
IGSF9,0.067321165,7.256723626,4.403773913,1.44E-05,0.000267608,2.767321854,unchanged
ANXA2P3,0.06731903,7.54737623,2.329289622,0.020447805,0.044859558,-3.809892515,unchanged
C11orf35,0.067316068,7.23531243,4.212734334,3.26E-05,0.000456633,2.006375293,unchanged
LOC100131477,0.067313792,7.250763786,4.550402358,7.54E-06,0.000176258,3.371621429,unchanged
BEST3,0.06731092,7.234890194,4.658067663,4.64E-06,0.000129582,3.826404606,unchanged
HS3ST3A1,0.06730519,7.519024586,3.569841791,0.000410322,0.002534777,-0.3294798,unchanged
TMEM52,0.067301528,7.306543177,3.963077655,9.08E-05,0.000915367,1.057648597,unchanged
LOC652416,0.067285278,7.367968689,3.342311718,0.000926372,0.004476181,-1.070959846,unchanged
LOC100132509,0.067281804,7.253479328,4.400265231,1.46E-05,0.000269979,2.753075896,unchanged
RPL31P11,0.067280042,7.31034686,4.597508137,6.10E-06,0.000153658,3.569451998,unchanged
LOC139116,0.067273701,7.271537331,3.853083051,0.000140193,0.001225247,0.656318477,unchanged
SCARNA10,0.067268009,7.702447734,1.680674642,0.093773852,0.152317079,-5.065667614,unchanged
LOC728475,0.067259764,7.336431166,3.228032636,0.001371822,0.005917437,-1.4261983,unchanged
CYP4B1,0.067254475,7.298595849,4.377484319,1.61E-05,0.000288899,2.660825676,unchanged
LOC154872,0.067249153,7.252150035,4.6051296,5.90E-06,0.000150601,3.601627795,unchanged
LOC647584,0.067248229,7.249554989,4.063622316,6.05E-05,0.000690927,1.433448782,unchanged
VPS26B,-0.067248156,10.49177732,-0.625705019,0.531941613,0.619114475,-6.249599622,unchanged
PCGF2,0.067241892,7.277910473,4.675717185,4.28E-06,0.00012305,3.90184384,unchanged
LRRIQ3,0.067238709,7.305714101,4.498511999,9.50E-06,0.000203886,3.155770641,unchanged
GPD2,0.067238619,7.306937885,4.03623928,6.76E-05,0.000747372,1.330257555,unchanged
TMOD3,0.067235855,8.117706342,1.35315726,0.176933095,0.254670531,-5.548074446,unchanged
GAGE12H,0.067235754,7.368330895,1.20943437,0.227363109,0.312132642,-5.727261749,unchanged
LOC646106,0.067233706,7.650639689,2.504369599,0.012749702,0.031017563,-3.403448986,unchanged
OR2T10,0.067226968,7.260983646,4.324231166,2.03E-05,0.000332714,2.446838614,unchanged
LOC100129186,0.067224069,7.56002766,2.852075352,0.00461772,0.014315981,-2.512645149,unchanged
TBX20,0.067223086,7.264942817,4.520544027,8.61E-06,0.000190576,3.247152191,unchanged
LOC652529,0.067218096,7.281636399,4.633915905,5.18E-06,0.000138556,3.723576752,unchanged
LOC441191,0.067209739,7.357127104,4.108513574,5.03E-05,0.000611256,1.603979216,unchanged
MAP3K13,0.067209277,7.238194675,4.260624415,2.66E-05,0.00039643,2.194304703,unchanged
LOC100133313,0.067209236,7.351982009,3.596448157,0.000372001,0.002363222,-0.23982419,unchanged
LOC647336,0.067206284,7.301136985,4.159330146,4.08E-05,0.000530856,1.799051638,unchanged
MESTIT1,0.067205642,7.24773047,4.491310379,9.81E-06,0.000207096,3.125986013,unchanged
C1orf133,0.067197381,7.248464604,4.284849325,2.40E-05,0.000370952,2.290090024,unchanged
LOC643906,0.067193565,7.265612712,3.77766169,0.000187817,0.001482672,0.387086543,unchanged
